kode_wilayah,nama_wilayah,level,kode_parent
3525150007,SUROWITI,desa,3525150
3525150008,SIWALAN,desa,3525150
3525150009,KETANEN,desa,3525150
3525150010,PANTENAN,desa,3525150
3525150011,PRUPUH,desa,3525150
3525150012,DALEGAN,desa,3525150
3525150013,CAMPUREJO,desa,3525150
3525150014,BANYUTENGAH,desa,3525150
3525160,UJUNGPANGKAH,kecamatan,3525
3525160001,SEKAPUK,desa,3525160
3525160002,BOLO,desa,3525160
3525160003,GLATIK,desa,3525160
3525160004,TANJANGAWAN,desa,3525160
3525160005,KETAPANGLOR,desa,3525160
3525160006,KARANGREJO,desa,3525160
3525160007,KEBONAGUNG,desa,3525160
3525160008,GOSARI,desa,3525160
3525160009,CANGAAN,desa,3525160
3525160010,NGEMBOH,desa,3525160
3525160011,BANYUURIP,desa,3525160
3525160012,PANGKAHKULON,desa,3525160
3525160013,PANGKAHWETAN,desa,3525160
3525170,SANGKAPURA,kecamatan,3525
3525170001,KUMALASA,desa,3525170
3525170002,LEBAK,desa,3525170
3525170003,BULULANJANG,desa,3525170
3525170004,SUNGAITELUK,desa,3525170
3525170005,KOTAKUSUMA,desa,3525170
3525170006,SAWAHMULYA,desa,3525170
3525170007,SUNGAIRUJING,desa,3525170
3525170008,DAUN,desa,3525170
3525170009,SIDOGEDUNGBATU,desa,3525170
3525170010,KEBONTELUKDALAM,desa,3525170
3525170011,BALIKTERUS,desa,3525170
3525170012,GUNUNGTEGUH,desa,3525170
3525170013,PATARSELAMAT,desa,3525170
3525170014,PUDAKITTIMUR,desa,3525170
3525170015,PUDAKITBARAT,desa,3525170
3525170016,SUWARI,desa,3525170
3525170017,DEKATAGUNG,desa,3525170
3525180,TAMBAK,kecamatan,3525
3525180001,TELUKJATIDAWANG,desa,3525180
3525180002,GELAM,desa,3525180
3525180003,SUKAONENG,desa,3525180
3525180004,KLUMPANGGUBUG,desa,3525180
3525180005,SUKALELA,desa,3525180
3525180006,PEKALONGAN,desa,3525180
3525180007,TAMBAK,desa,3525180
3525180008,GREJEG,desa,3525180
3525180009,TANJUNGORI,desa,3525180
3525180010,PEROMAAN,desa,3525180
3525180011,DIPONGGO,desa,3525180
3525180012,KEPUHTELUK,desa,3525180
3525180013,KEPUHLEGUNDI,desa,3525180
3526,BANGKALAN,kabupaten,35
3526010,KAMAL,kecamatan,3526
3526010001,TAJUNGAN,desa,3526010
3526010002,GILI BARAT,desa,3526010
3526010003,BANYUAJUH,desa,3526010
3526010004,KAMAL,desa,3526010
3526010005,TANJUNG JATI,desa,3526010
3526010006,KEBUN,desa,3526010
3526010007,GILI TIMUR,desa,3526010
3526010008,GILI ANYAR,desa,3526010
3526010009,TELANG,desa,3526010
3526010010,PENDABAH,desa,3526010
3526020,LABANG,kecamatan,3526
3526020001,KESEK,desa,3526020
3526020002,PANGPONG,desa,3526020
3526020003,SUKOLILO BARAT,desa,3526020
3526020004,SUKOLILO TIMUR,desa,3526020
3526020005,BUNAJIH,desa,3526020
3526020006,BRINGEN,desa,3526020
3526020007,BA'ENGAS,desa,3526020
3526020008,MORKEPEK,desa,3526020
3526020009,LABANG,desa,3526020
3526020010,JUKONG,desa,3526020
3526020011,SENDANG LAOK,desa,3526020
3526020012,SENDANG DAJAH,desa,3526020
3526020013,PETAPAN,desa,3526020
3526030,KWANYAR,kecamatan,3526
3526030001,TEBUL,desa,3526030
3526030002,KWANYAR BARAT,desa,3526030
3526030003,PESANGGRAHAN,desa,3526030
3526030004,KARANG ANYAR,desa,3526030
3526030005,BATAH BARAT,desa,3526030
3526030006,BATAH TIMUR,desa,3526030
3526030007,DUWEK BUTER,desa,3526030
3526030008,PANDANAN,desa,3526030
3526030009,KARANG ENTANG,desa,3526030
3526030010,JANTEH,desa,3526030
3526030011,DLEMER,desa,3526030
3526030012,KETETANG,desa,3526030
3526030013,MOROMBUH,desa,3526030
3526030014,SOMOR KONENG,desa,3526030
3526030015,PAORAN,desa,3526030
3526030016,GUNUNG SERENG,desa,3526030
3526040,MODUNG,kecamatan,3526
3526040001,PANGPAJUNG,desa,3526040
3526040002,PATEREMAN,desa,3526040
3526040003,KOLLA,desa,3526040
3526040004,PAENG,desa,3526040
3526040005,NEROH,desa,3526040
3526040006,SERABI TIMUR,desa,3526040
3526040007,SERABI BARAT,desa,3526040
3526040008,PATENGTENG,desa,3526040
3526040009,LANGPANGGANG,desa,3526040
3526040010,SUWAAN,desa,3526040
3526040011,MODUNG,desa,3526040
3526040012,BRAKAS DAJAH,desa,3526040
3526040013,KARANG ANYAR,desa,3526040
3526040014,MANGGAAN,desa,3526040
3526040015,GLISGIS,desa,3526040
3526040016,PAKONG,desa,3526040
3526040017,ALAS KOKON,desa,3526040
3526050,BLEGA,kecamatan,3526
3526050001,GIGIR,desa,3526050
3526050002,KO'OLAN,desa,3526050
3526050003,PANGERAN GADUNGAN,desa,3526050
3526050004,PANJALINAN,desa,3526050
3526050005,ROSEP,desa,3526050
3526050006,KAMPAO,desa,3526050
3526050007,LOMBANG LAOK,desa,3526050
3526050008,LOMBANG DAJAH,desa,3526050
3526050009,KARPOTE,desa,3526050
3526050010,BLEGA OLOH,desa,3526050
3526050011,KARANG GAYAM,desa,3526050
3526050012,LOMAER,desa,3526050
3526050013,BATES,desa,3526050
3526050014,KARANG PANASAN,desa,3526050
3526050015,KARANG NANGKAH,desa,3526050
3526050016,BLEGA,desa,3526050
3526050017,NYOR MANES,desa,3526050
3526050018,ALAS RAJAH,desa,3526050
3526050019,KAJJAN,desa,3526050
3526060,KONANG,kecamatan,3526
3526060001,GALIS DAJAH,desa,3526060
3526060002,DURIN BARAT,desa,3526060
3526060003,KANEGARAH,desa,3526060
3526060004,BATOKABAN,desa,3526060
3526060005,DURIN TIMUR,desa,3526060
3526060006,PAKES,desa,3526060
3526060007,BANDUNG,desa,3526060
3526060008,KONANG,desa,3526060
3526060009,SEN ASEN,desa,3526060
3526060010,CAMPOR,desa,3526060
3526060011,SAMBIYAN,desa,3526060
3526060012,CANGKAREMAN,desa,3526060
3526060013,GENTENG,desa,3526060
3526070,GALIS,kecamatan,3526
3526070001,PEKADAN,desa,3526070
3526070002,KAJUANAK,desa,3526070
3526070003,PATERONGAN,desa,3526070
3526070004,GALIS,desa,3526070
3526070005,PAKA'AN LAOK,desa,3526070
3526070006,KRANGGAN TIMUR,desa,3526070
3526070007,SEPARAH,desa,3526070
3526070008,PAKA'AN DAJAH,desa,3526070
3526070009,LONGKEK,desa,3526070
3526070010,BANYU BUNIH,desa,3526070
3526070011,DALEMAN,desa,3526070
3526070012,TELLOK,desa,3526070
3526070013,BLATERAN,desa,3526070
3526070014,KELBUNG,desa,3526070
3526070015,TLAGAH,desa,3526070
3526070016,LANTEK TIMOR,desa,3526070
3526070017,LANTEK BARAT,desa,3526070
3526070018,BANJAR,desa,3526070
3526070019,BANGPENDAH,desa,3526070
3526070020,SADAH,desa,3526070
3526070021,SORPA,desa,3526070
3526080,TANAH MERAH,kecamatan,3526
3526080001,PACENTAN,desa,3526080
3526080002,BAIPAJUNG,desa,3526080
3526080003,TANAH MERAH LAOK,desa,3526080
3526080004,KRANGGAN BARAT,desa,3526080
3526080005,PANGELEYAN,desa,3526080
3526080006,PADURUNGAN,desa,3526080
3526080007,PETRAH,desa,3526080
3526080008,TANAH MERAH DAJAH,desa,3526080
3526080009,DUMAJAH,desa,3526080
3526080010,PATEMON,desa,3526080
3526080011,TLOMAR,desa,3526080
3526080012,KENDABAN,desa,3526080
3526080013,JANGKAR,desa,3526080
3526080014,PETTONG,desa,3526080
3526080015,LANDAK,desa,3526080
3526080016,RONGDURIN,desa,3526080
3526080017,BATANGAN,desa,3526080
3526080018,DLAMBAH DAJAH,desa,3526080
3526080019,DLAMBAH LAOK,desa,3526080
3526080020,MRECAH,desa,3526080
3526080021,BUDDAN,desa,3526080
3526080022,POTER,desa,3526080
3526080023,BASANAH,desa,3526080
3526090,TRAGAH,kecamatan,3526
3526090001,ALANG ALANG,desa,3526090
3526090002,KEMONING,desa,3526090
3526090003,SOKET LAOK,desa,3526090
3526090004,BAJEMAN,desa,3526090
3526090005,TAMBIN,desa,3526090
3526090006,SOKET DAJAH,desa,3526090
3526090007,KETELENG,desa,3526090
3526090008,JAAH,desa,3526090
3526090009,BANCANG,desa,3526090
3526090010,MASARAN,desa,3526090
3526090011,PACANGAN,desa,3526090
3526090012,POCONG,desa,3526090
3526090013,TRAGAH,desa,3526090
3526090014,KARANG LEMAN,desa,3526090
3526090015,DUKO TAMBIN,desa,3526090
3526090016,JADDUNG,desa,3526090
3526090017,BANYUBESEH,desa,3526090
3526090018,PAMORAH,desa,3526090
3526100,SOCAH,kecamatan,3526
3526100001,JUNGANYAR,desa,3526100
3526100002,SOCAH,desa,3526100
3526100003,BULUH,desa,3526100
3526100004,JADDIH,desa,3526100
3526100005,SANGGRA  AGUNG,desa,3526100
3526100006,PARSEH,desa,3526100
3526100007,BILAPORAH,desa,3526100
3526100008,KELEYAN,desa,3526100
3526100009,PETAONAN,desa,3526100
3526100010,DAKIRING,desa,3526100
3526100011,PERNAJUH,desa,3526100
3526110,BANGKALAN,kecamatan,3526
3526110001,UJUNG PIRING,desa,3526110
3526110002,SEMBILANGAN,desa,3526110
3526110003,KRAMAT,desa,3526110
3526110004,MARTAJASAH,desa,3526110
3526110005,MLAJAH,desa,3526110
3526110006,KEMAYORAN,desa,3526110
3526110007,PANGERANAN,desa,3526110
3526110008,DEMANGAN,desa,3526110
3526110009,KRATON,desa,3526110
3526110010,PEJAGAN,desa,3526110
3526110011,BANCARAN,desa,3526110
3526110012,SABIYAN,desa,3526110
3526110013,GEBANG,desa,3526110
3526120,BURNEH,kecamatan,3526
3526120001,JAMBUH,desa,3526120
3526120002,LANGKAP,desa,3526120
3526120003,BURNEH,desa,3526120
3526120004,BANANGKAH,desa,3526120
3526120005,ALASKEMBANG,desa,3526120
3526120006,BINOH,desa,3526120
3526120007,PERRENG,desa,3526120
3526120008,PANGOLANGAN,desa,3526120
3526120009,SOBIH,desa,3526120
3526120010,TUNJUNG,desa,3526120
3526120011,KAPOR,desa,3526120
3526120012,AROK,desa,3526120
3526130,AROSBAYA,kecamatan,3526
3526130001,PANDAN LANJANG,desa,3526130
3526130002,BATONAONG,desa,3526130
3526130003,GLAGGA,desa,3526130
3526130004,OMBUL,desa,3526130
3526130005,BALUNG,desa,3526130
3526130006,LAJING,desa,3526130
3526130007,TENGKET,desa,3526130
3526130008,AROSBAYA,desa,3526130
3526130009,KARANG DUWAK,desa,3526130
3526130010,DLEMER,desa,3526130
3526130011,MANGKON,desa,3526130
3526130012,BERBELUK,desa,3526130
3526130013,CENDAGAH,desa,3526130
3526130014,KARANG PAO,desa,3526130
3526130015,MAKAM AGUNG,desa,3526130
3526130016,PLAKARAN,desa,3526130
3526130017,BUDURAN,desa,3526130
3526130018,TAMBEGAN,desa,3526130
3526140,GEGER,kecamatan,3526
3526140001,TOGUBANG,desa,3526140
3526140002,LERPAK,desa,3526140
3526140003,GEGER,desa,3526140
3526140004,BATOBELLA,desa,3526140
3526140005,TEGAR PRIYAH,desa,3526140
3526140006,CAMPOR,desa,3526140
3526140007,KOMPOL,desa,3526140
3526140008,KAMPAK,desa,3526140
3526140009,KOMBANGAN,desa,3526140
3526140010,DABUNG,desa,3526140
3526140011,KATOL BARAT,desa,3526140
3526140012,BANYONENG LAOK,desa,3526140
3526140013,BANYONENG DAJAH,desa,3526140
3526150,KOKOP,kecamatan,3526
3526150001,LEMBUNG GUNONG,desa,3526150
3526150002,AMPARA'AN,desa,3526150
3526150003,KOKOP,desa,3526150
3526150004,TLOKOH,desa,3526150
3526150005,DURJAN,desa,3526150
3526150006,MANO'AN,desa,3526150
3526150007,MANDUNG,desa,3526150
3526150008,BANDANG LAOK,desa,3526150
3526150009,TRAMOK,desa,3526150
3526150010,KATOL TIMUR,desa,3526150
3526150011,BANDASOLEH,desa,3526150
3526150012,DUPOK,desa,3526150
3526150013,BATOKOROGAN,desa,3526150
3526160,TANJUNG BUMI,kecamatan,3526
3526160001,PLANGGIRAN,desa,3526160
3526160002,TAGUNGGUH,desa,3526160
3526160003,BANDANG DAJAH,desa,3526160
3526160004,BUNGKENG,desa,3526160
3526160005,LARANGAN TIMUR,desa,3526160
3526160006,TAMBAK POCOK,desa,3526160
3526160007,BUMI ANYAR,desa,3526160
3526160008,PASESEH,desa,3526160
3526160009,TELAGA BIRU,desa,3526160
3526160010,TANJUNG BUMI,desa,3526160
3526160011,MACAJAH,desa,3526160
3526160012,TLANGOH,desa,3526160
3526160013,BANYUSANGKA,desa,3526160
3526160014,AENG TABER,desa,3526160
3526170,SEPULU,kecamatan,3526
3526170001,KLAPAYAN,desa,3526170
3526170002,BANGSEREH,desa,3526170
3526170003,KELBUNG,desa,3526170
3526170004,SAPLASAH,desa,3526170
3526170005,GENELAP,desa,3526170
3526170006,TANAGURA TIMUR,desa,3526170
3526170007,TANAGURA BARAT,desa,3526170
3526170008,BANYIOR,desa,3526170
3526170009,KLABETAN,desa,3526170
3526170010,GANGSEYAN,desa,3526170
3526170011,MANERON,desa,3526170
3526170012,SEPULU,desa,3526170
3526170013,PRANCAK,desa,3526170
3526170014,LABUHAN,desa,3526170
3526170015,LEMBUNG PASESER,desa,3526170
3526180,KLAMPIS,kecamatan,3526
3526180001,TOLBUK,desa,3526180
3526180002,RA'AS,desa,3526180
3526180003,MOARAH,desa,3526180
3526180004,POLONGAN,desa,3526180
3526180005,KARANG ASEM,desa,3526180
3526180006,BANTEYAN,desa,3526180
3526180007,BRAGANG,desa,3526180
3526180008,LERGUNONG,desa,3526180
3526180009,PANYAKSAGAN,desa,3526180
3526180010,LARANGAN GLINTONG,desa,3526180
3526180011,MANONGGAL,desa,3526180
3526180012,LARANGAN SORJAN,desa,3526180
3526180013,TENGGUN DAJAH,desa,3526180
3526180014,BULUNG,desa,3526180
3526180015,TROGAN,desa,3526180
3526180016,KO'OL,desa,3526180
3526180017,TOBADDUNG,desa,3526180
3526180018,MRANDUNG,desa,3526180
3526180019,BULUKAGUNG,desa,3526180
3526180020,BATOR,desa,3526180
3526180021,KLAMPIS BARAT,desa,3526180
3526180022,KLAMPIS TIMUR,desa,3526180
3527,SAMPANG,kabupaten,35
3527010,SRESEH,kecamatan,3527
3527010001,NOREH,desa,3527010
3527010002,LABUHAN,desa,3527010
3527010003,TAMAN,desa,3527010
3527010004,SRESEH,desa,3527010
3527010005,DISANAH,desa,3527010
3527010006,MARPARAN,desa,3527010
3527010007,KLOBUR,desa,3527010
3527010008,LABANG,desa,3527010
3527010009,BUNDAH,desa,3527010
3527010010,BANGSAH,desa,3527010
3527010011,PLASAH,desa,3527010
3527010012,JUNOK,desa,3527010
3527020,TORJUN,kecamatan,3527
3527020007,DULANG,desa,3527020
3527020008,PATARONGAN,desa,3527020
3527020009,PANGONGSEAN,desa,3527020
3527020010,KRAMPON,desa,3527020
3527020011,BRINGINNONGGAL,desa,3527020
3527020012,TORJUN,desa,3527020
3527020013,PATAPAN,desa,3527020
3527020014,JERUK POROT,desa,3527020
3527020015,KODAK,desa,3527020
3527020016,KANJAR,desa,3527020
3527020017,KARA,desa,3527020
3527020018,TANAH MERAH,desa,3527020
3527021,PANGARENGAN,kecamatan,3527
3527021001,PANGARENGAN,desa,3527021
3527021002,APA AN,desa,3527021
3527021003,GULBUNG,desa,3527021
3527021004,PANYIRANGAN,desa,3527021
3527021005,PACANGGA AN,desa,3527021
3527021006,RAGUNG,desa,3527021
3527030,SAMPANG,kecamatan,3527
3527030001,P. MANDANGIN,desa,3527030
3527030002,AENGSAREH,desa,3527030
3527030003,POLAGAN,desa,3527030
3527030004,BANYUANYAR,desa,3527030
3527030005,GUNUNG MADDAH,desa,3527030
3527030006,RONGTENGAH,desa,3527030
3527030007,KARANG DALAM,desa,3527030
3527030008,GUNUNG SEKAR,desa,3527030
3527030009,DALPENANG,desa,3527030
3527030010,PASEYAN,desa,3527030
3527030011,PANGGUNG,desa,3527030
3527030012,BARUH,desa,3527030
3527030013,TAMAN SAREH,desa,3527030
3527030014,PAKALONGAN,desa,3527030
3527030015,TANGGUMONG,desa,3527030
3527030016,KAMUNING,desa,3527030
3527030017,BANYUMAS,desa,3527030
3527030018,PANGELEN,desa,3527030
3527040,CAMPLONG,kecamatan,3527
3527040001,TADDAN,desa,3527040
3527040002,BANJAR TALELA,desa,3527040
3527040003,TAMBA`AN,desa,3527040
3527040004,PRAJJAN,desa,3527040
3527040005,DHARMA CAMPLONG,desa,3527040
3527040006,BATUKARANG,desa,3527040
3527040007,SEJATI,desa,3527040
3527040008,DHARMA TANJUNG,desa,3527040
3527040009,RABASAN,desa,3527040
3527040010,BANJARTABULU,desa,3527040
3527040011,ANGGERSEK,desa,3527040
3527040012,MADUPAT,desa,3527040
3527040013,PAMOLA`AN,desa,3527040
3527040014,PLAMPA`AN,desa,3527040
3527050,OMBEN,kecamatan,3527
3527050001,KEBUN SAREH,desa,3527050
3527050002,KARANGNANGGER,desa,3527050
3527050003,NAPO LAOK,desa,3527050
3527050004,ASTAPAH,desa,3527050
3527050005,GERSEMPAL,desa,3527050
3527050006,METENG,desa,3527050
3527050007,MADULANG,desa,3527050
3527050008,KAMONDUNG,desa,3527050
3527050009,TAMBAK,desa,3527050
3527050010,TEMORAN,desa,3527050
3527050011,OMBEN,desa,3527050
3527050012,SOGIAN,desa,3527050
3527050013,NAPO DAYA,desa,3527050
3527050014,JRANGUAN,desa,3527050
3527050015,ANGSOKAH,desa,3527050
3527050016,RAPA LAOK,desa,3527050
3527050017,RONGDALAM,desa,3527050
3527050018,PANDAN,desa,3527050
3527050019,RAPA DAYA,desa,3527050
3527050020,KARANGGAYAM,desa,3527050
3527060,KEDUNGDUNG,kecamatan,3527
3527060001,KRAMAT,desa,3527060
3527060002,KOMIS,desa,3527060
3527060003,BANYUKAPAH,desa,3527060
3527060004,RABASAN,desa,3527060
3527060005,ROHAYU,desa,3527060
3527060006,MOKTESAREH,desa,3527060
3527060007,BAJRASOKA,desa,3527060
3527060008,NYELOH,desa,3527060
3527060009,BANJAR,desa,3527060
3527060010,OMBUL,desa,3527060
3527060011,PAJERUAN,desa,3527060
3527060012,KEDUNGDUNG,desa,3527060
3527060013,BATOPORO BARAT,desa,3527060
3527060014,BATOPORO TIMUR,desa,3527060
3527060015,GUNUNGELEH,desa,3527060
3527060016,DALEMAN,desa,3527060
3527060017,PASARENAN,desa,3527060
3527060018,PALENGGIAN,desa,3527060
3527070,JRENGIK,kecamatan,3527
3527070001,MARGANTOKO,desa,3527070
3527070002,ASEMNONGGAL,desa,3527070
3527070003,MAJANGAN,desa,3527070
3527070004,KALANGAN PRAO,desa,3527070
3527070005,ASEMRAJA,desa,3527070
3527070006,PLAKARAN,desa,3527070
3527070007,BUKER,desa,3527070
3527070008,BANCELOK,desa,3527070
3527070009,MLAKAH,desa,3527070
3527070010,JUNGKARANG,desa,3527070
3527070011,KOTAH,desa,3527070
3527070012,JRENGIK,desa,3527070
3527070013,TAMAN,desa,3527070
3527070014,PENYEPEN,desa,3527070
3527080,TAMBELANGAN,kecamatan,3527
3527080001,BATURASANG,desa,3527080
3527080002,KARANGANYAR,desa,3527080
3527080003,SAMARAN,desa,3527080
3527080004,BRINGIN,desa,3527080
3527080005,MAMBULU BARAT,desa,3527080
3527080006,BARUNGGAGAH,desa,3527080
3527080007,TAMBELANGAN,desa,3527080
3527080008,SOMBER,desa,3527080
3527080009,BANJARBILLAH,desa,3527080
3527080010,BIREM,desa,3527080
3527090,BANYUATES,kecamatan,3527
3527090001,OLOR,desa,3527090
3527090002,PLANGGARAN BARAT,desa,3527090
3527090003,PLANGGARAN TIMUR,desa,3527090
3527090004,TOLANG,desa,3527090
3527090005,LAR LAR,desa,3527090
3527090006,TLAGAH,desa,3527090
3527090007,NAGASAREH,desa,3527090
3527090008,TAPA`AN,desa,3527090
3527090009,TEROSAN,desa,3527090
3527090010,ASEM JARAN,desa,3527090
3527090011,KEMBANG JERUK,desa,3527090
3527090012,MORBATOH,desa,3527090
3527090013,MONTOR,desa,3527090
3527090014,TEBANAH,desa,3527090
3527090015,NEPA,desa,3527090
3527090016,BATIOH,desa,3527090
3527090017,MASARAN,desa,3527090
3527090018,BANYUATES,desa,3527090
3527090019,JATRA TIMUR,desa,3527090
3527090020,TRAPANG,desa,3527090
3527100,ROBATAL,kecamatan,3527
3527100001,BAPELLE,desa,3527100
3527100009,LEPELLE,desa,3527100
3527100010,ROBATAL,desa,3527100
3527100011,SAWAH TENGAH,desa,3527100
3527100012,TORJUNAN,desa,3527100
3527100013,TRAGIH,desa,3527100
3527100014,JELGUNG,desa,3527100
3527100015,GUNUNG RANCAK,desa,3527100
3527100016,PANDIYANGAN,desa,3527100
3527101,KARANGPENANG,kecamatan,3527
3527101001,BLU URAN,desa,3527101
3527101002,TLAMBAH,desa,3527101
3527101003,GUNUNG KESAN,desa,3527101
3527101004,KARANGPENANG ONJUR,desa,3527101
3527101005,BULMATET,desa,3527101
3527101006,POREH,desa,3527101
3527101007,KARANGPENANG OLOH,desa,3527101
3527110,KETAPANG,kecamatan,3527
3527110001,PAOPALE LAOK,desa,3527110
3527110002,BUNTEN BARAT,desa,3527110
3527110003,BUNTEN TIMUR,desa,3527110
3527110004,PANCOR,desa,3527110
3527110005,KARANGANYAR,desa,3527110
3527110006,PANGEREMAN,desa,3527110
3527110007,BIRA BARAT,desa,3527110
3527110008,KETAPANG TIMUR,desa,3527110
3527110009,KETAPANG DAYA,desa,3527110
3527110010,KETAPANG LAOK,desa,3527110
3527110011,KETAPANG BARAT,desa,3527110
3527110012,PAOPALE DAYA,desa,3527110
3527110013,RABIYAN,desa,3527110
3527110014,BANYUSOKAH,desa,3527110
3527120,SOKOBANAH,kecamatan,3527
3527120001,TOBAI BARAT,desa,3527120
3527120002,TOBAI TENGAH,desa,3527120
3527120003,TOBAI TIMUR,desa,3527120
3527120004,BIRA TENGAH,desa,3527120
3527120005,BIRA TIMUR,desa,3527120
3527120006,SOKOBANAH LAOK,desa,3527120
3527120007,TAMBERU LAOK,desa,3527120
3527120008,TAMBERU DAYA,desa,3527120
3527120009,SOKOBANAH TENGAH,desa,3527120
3527120010,SOKOBANAH DAYA,desa,3527120
3527120011,TAMBERU BARAT,desa,3527120
3527120012,TAMBERU TIMUR,desa,3527120
3528,PAMEKASAN,kabupaten,35
3528010,TLANAKAN,kecamatan,3528
3528010001,DABUAN,desa,3528010
3528010002,TERRAK,desa,3528010
3528010003,MANGAR,desa,3528010
3528010004,BANDARAN,desa,3528010
3528010005,KRAMAT,desa,3528010
3528010006,AMBAT,desa,3528010
3528010007,TLANAKAN,desa,3528010
3528010008,BRANTA PESISIR,desa,3528010
3528010009,BRANTA TINGGI,desa,3528010
3528010010,TLESAH,desa,3528010
3528010011,LARANGAN TOKOL,desa,3528010
3528010012,CEGUK,desa,3528010
3528010013,PANGLEGUR,desa,3528010
3528010014,GUGUL,desa,3528010
3528010015,BUKEK,desa,3528010
3528010016,LARANGAN SLAMPAR,desa,3528010
3528010017,TARO'AN,desa,3528010
3528020,PADEMAWU,kecamatan,3528
3528020001,BADDURIH,desa,3528020
3528020002,PAGAGAN,desa,3528020
3528020003,MAJUNGAN,desa,3528020
3528020004,PADELEGAN,desa,3528020
3528020005,TANJUNG,desa,3528020
3528020006,PADEMAWU TIMUR,desa,3528020
3528020007,JARIN,desa,3528020
3528020008,PREKBUN,desa,3528020
3528020009,SOPA'AH,desa,3528020
3528020010,BUDDIH,desa,3528020
3528020011,DURBUK,desa,3528020
3528020012,SUMEDANGAN,desa,3528020
3528020013,PADEMAWU BARAT,desa,3528020
3528020014,BUNDER,desa,3528020
3528020015,DASOK,desa,3528020
3528020016,MURTAJIH,desa,3528020
3528020017,LEMPER,desa,3528020
3528020018,BARURAMBAT TIMUR,desa,3528020
3528020019,LAWANGAN DAYA,desa,3528020
3528020020,BUDDAGAN,desa,3528020
3528020021,TAMBUNG,desa,3528020
3528020022,SENTOL,desa,3528020
3528030,GALIS,kecamatan,3528
3528030001,KONANG,desa,3528030
3528030002,PANDAN,desa,3528030
3528030003,LEMBUNG,desa,3528030
3528030004,GALIS,desa,3528030
3528030005,BULAY,desa,3528030
3528030006,TOBUNGAN,desa,3528030
3528030007,PAGENDINGAN,desa,3528030
3528030008,PONTEH,desa,3528030
3528030009,POLAGAN,desa,3528030
3528030010,ARTODUNG,desa,3528030
3528040,LARANGAN,kecamatan,3528
3528040001,PELTONG,desa,3528040
3528040002,TRASAK,desa,3528040
3528040003,TENTENAN BARAT,desa,3528040
3528040004,TENTENAN TIMUR,desa,3528040
3528040005,GRUJUGAN,desa,3528040
3528040006,BLUMBUNGAN,desa,3528040
3528040007,LARANGAN LUAR,desa,3528040
3528040008,LARANGAN DALAM,desa,3528040
3528040009,PANAGUAN,desa,3528040
3528040010,MONTOK,desa,3528040
3528040011,KADUARA BARAT,desa,3528040
3528040012,LANCAR,desa,3528040
3528040013,TARABAN,desa,3528040
3528040014,DUKO TIMUR,desa,3528040
3528050,PAMEKASAN,kecamatan,3528
3528050001,TEJA BARAT,desa,3528050
3528050002,TEJA TIMUR,desa,3528050
3528050003,JALMAK,desa,3528050
3528050004,LADEN,desa,3528050
3528050005,PANEMPAN,desa,3528050
3528050006,KANGENAN,desa,3528050
3528050007,PATEMON,desa,3528050
3528050008,BARURAMBAT KOTA,desa,3528050
3528050009,PARTEKER,desa,3528050
3528050010,JUNGCANGCANG,desa,3528050
3528050011,BETTET,desa,3528050
3528050012,NYALABU LAOK,desa,3528050
3528050013,NYALABU DAYA,desa,3528050
3528050014,BUGIH,desa,3528050
3528050015,GLADAK ANYAR,desa,3528050
3528050016,KOLPAJUNG,desa,3528050
3528050017,KOWEL,desa,3528050
3528050018,TORONAN,desa,3528050
3528060,PROPPO,kecamatan,3528
3528060001,GRO'OM,desa,3528060
3528060002,BATU KALANGAN,desa,3528060
3528060003,CANDI BURUNG,desa,3528060
3528060004,TOKET,desa,3528060
3528060005,KARANG ANYAR,desa,3528060
3528060006,SAMIRAN,desa,3528060
3528060007,PANGTONGGAL,desa,3528060
3528060008,SRAMBAH,desa,3528060
3528060009,BADUNG,desa,3528060
3528060010,TATTANGOH,desa,3528060
3528060011,PANGBATOK,desa,3528060
3528060012,PANAGUAN,desa,3528060
3528060013,CAMPOR,desa,3528060
3528060014,JAMBRINGIN,desa,3528060
3528060015,PROPPO,desa,3528060
3528060016,MAPPER,desa,3528060
3528060017,PANGLEMAH,desa,3528060
3528060018,BILLA'AN,desa,3528060
3528060019,TALANGOH,desa,3528060
3528060020,KODIK,desa,3528060
3528060021,LENTENG,desa,3528060
3528060022,SAMATAN,desa,3528060
3528060023,KLAMPAR,desa,3528060
3528060024,RANGPERANG LAOK,desa,3528060
3528060025,PANGORAYAN,desa,3528060
3528060026,BANYUBULU,desa,3528060
3528060027,RANGPERANG DAJA,desa,3528060
3528070,PALENGAAN,kecamatan,3528
3528070001,BANYUPELLE,desa,3528070
3528070002,REK KERREK,desa,3528070
3528070003,ANGSANAH,desa,3528070
3528070004,AKKOR,desa,3528070
3528070005,LARANGAN BADUNG,desa,3528070
3528070006,PANAAN,desa,3528070
3528070007,POTOAN LAOK,desa,3528070
3528070008,PATOAN DAJA,desa,3528070
3528070009,KACOK,desa,3528070
3528070010,ROMBUH,desa,3528070
3528070011,PALENGAAN LAOK,desa,3528070
3528070012,PALENGAAN DAJAH,desa,3528070
3528080,PEGANTENAN,kecamatan,3528
3528080001,PLAKPAK,desa,3528080
3528080002,BULANGAN HAJI,desa,3528080
3528080003,TLAGAH,desa,3528080
3528080004,BULANGAN TIMUR,desa,3528080
3528080005,BULANGAN BRANTA,desa,3528080
